0.000000 0 0 0
3.024264 0 0 -1
3.119988 1 0 -1
3.613393 2 0 -1
3.738169 2 1 -1
3.742983 2 2 -1
3.746384 2 3 -1
3.747574 1 3 -1
3.757353 1 4 -1
3.761215 0 4 -1
3.767618 1 4 -1
3.772151 2 4 -1
3.772389 3 4 -1
3.772828 3 5 -1
3.775116 3 6 -1
3.779786 3 7 -1
3.784830 2 7 -1
3.785853 3 7 -1
3.786915 3 8 -1
3.791673 3 9 -1
3.795759 3 10 -1
3.796896 4 10 -1
3.798945 4 11 -1
3.802028 3 11 -1
3.805781 3 12 -1
3.805939 2 12 -1
3.807097 3 12 -1
3.808359 4 12 -1
3.810792 4 13 -1
3.814724 4 14 -1
3.815528 4 15 -1
3.816268 3 15 -1
3.817377 3 16 -1
3.818180 2 16 -1
3.818583 2 17 -1
3.819302 2 18 -1
3.820299 3 18 -1
3.821061 4 18 -1
3.821861 4 19 -1
3.822270 4 20 -1
3.823092 4 21 -1
3.824638 4 22 -1
3.824779 4 23 -1
3.825120 4 24 -1
3.827243 4 25 -1
3.827619 4 26 -1
3.827824 4 27 -1
3.829765 3 27 -1
3.831059 3 28 -1
3.831630 2 28 -1
3.831933 2 29 -1
3.832412 2 30 -1
3.832596 2 31 -1
3.832798 2 32 -1
3.833885 3 32 -1
3.833988 4 32 -1
3.834585 3 32 -1
3.835596 2 32 -1
3.835792 2 33 -1
3.836209 3 33 -1
3.836280 3 34 -1
3.836633 4 34 -1
3.836684 4 35 -1
3.836867 3 35 -1
3.836875 3 36 -1
3.836975 3 37 -1
3.837250 3 38 -1
3.837446 2 38 -1
3.838036 2 39 -1
3.838380 3 39 -1
3.838381 4 39 -1
3.838563 3 39 -1
3.838964 4 39 -1
3.839499 4 40 -1
3.840097 4 41 -1
3.840255 4 42 -1
3.840425 4 43 -1
3.841240 3 43 -1
3.841337 3 44 -1
3.841359 3 45 -1
3.841763 3 46 -1
3.842149 2 46 -1
3.842287 2 47 -1
3.843100 2 48 -1
3.843206 2 49 -1
3.843659 3 49 -1
3.843950 3 50 -1
3.846703 3 51 -1
3.848520 3 52 -1
3.849936 2 52 -1
3.850037 2 53 -1
3.850048 2 54 -1
3.850243 2 55 -1
3.850345 2 56 -1
3.850458 2 57 -1
3.851548 2 58 -1
3.851588 3 58 -1
3.851915 2 58 -1
3.851932 1 58 -1
3.852013 1 59 -1
3.852265 1 60 -1
3.852978 2 60 -1
3.854063 3 60 -1
3.854328 2 60 -1
3.854600 2 61 -1
3.855182 2 62 -1
3.855664 2 63 -1
3.856127 3 63 -1
3.856228 3 64 -1
3.856583 4 64 -1
3.856841 4 65 -1
3.857168 4 66 -1
3.857342 4 67 -1
3.857810 3 67 -1
3.857891 3 68 -1
3.857979 3 69 -1
3.858072 3 70 -1
3.858194 3 71 -1
3.858215 3 72 -1
3.858307 3 73 -1
3.858318 3 74 -1
3.858563 2 74 -1
3.859059 2 75 -1
3.859069 2 76 -1
3.859647 2 77 -1
3.859730 2 78 -1
3.859843 2 79 -1
3.860005 2 80 -1
3.860549 2 81 -1
3.860743 2 82 -1
3.861979 3 82 -1
3.862314 3 83 -1
3.862334 4 83 -1
3.862497 4 84 -1
3.862551 4 85 -1
3.862874 4 86 -1
3.863264 4 87 -1
3.863401 4 88 -1
3.863414 4 89 -1
3.863505 3 89 -1
3.863593 3 90 -1
3.863674 4 90 -1
3.863752 3 90 -1
3.863930 2 90 -1
3.864004 2 91 -1
3.864722 2 92 -1
3.864724 3 92 -1
3.864805 3 93 -1
3.864924 3 94 -1
3.865087 3 95 -1
3.865132 3 96 -1
3.865772 3 97 -1
3.865833 4 97 -1
3.865886 4 98 -1
3.865934 4 99 -1
3.865967 4 100 -1
3.865984 4 101 -1
3.866034 3 101 -1
3.866577 3 102 -1
3.866605 3 103 -1
3.867009 3 104 -1
3.867309 2 104 -1
3.867410 2 105 -1
3.867916 2 106 -1
3.868003 3 106 -1
3.868251 3 107 -1
3.868252 2 107 -1
3.868269 3 107 -1
3.868453 3 108 -1
3.868506 4 108 -1
3.868610 3 108 -1
3.868671 4 108 -1
3.868704 4 109 -1
3.868798 4 110 -1
3.868963 4 111 -1
3.869091 4 112 -1
3.869099 4 113 -1
3.869149 4 114 -1
3.869212 4 115 -1
3.869481 3 115 -1
3.869528 3 116 -1
3.869649 3 117 -1
3.869766 4 117 -1
3.869892 4 118 -1
3.870072 4 119 -1
3.870102 4 120 -1
3.870102 4 121 -1
3.870293 4 122 -1
3.870404 3 122 -1
3.870499 3 123 -1
3.870524 4 123 -1
3.870844 3 123 -1
3.870953 3 124 -1
3.871032 3 125 -1
3.871059 3 126 -1
3.871441 3 127 -1
3.871455 4 127 -1
3.871550 3 127 -1
3.871716 4 127 -1
3.871805 4 128 -1
3.871834 4 129 -1
3.871985 4 130 -1
3.872161 3 130 -1
3.872212 3 131 -1
3.872454 3 132 -1
3.872505 3 133 -1
3.872531 3 134 -1
3.872863 4 134 -1
3.872897 4 135 -1
3.872917 3 135 -1
3.872963 3 136 -1
3.873058 2 136 -1
3.873108 2 137 -1
3.873122 2 138 -1
3.873543 2 139 -1
3.873670 2 140 -1
3.873851 2 141 -1
3.873917 2 142 -1
3.873922 2 143 -1
3.873922 2 144 -1
3.874015 2 145 -1
3.874254 1 145 -1
3.874275 1 146 -1
3.874297 1 147 -1
3.874446 2 147 -1
3.874476 2 148 -1
3.874553 2 149 -1
3.874606 2 150 -1
3.874671 2 151 -1
3.874717 1 151 -1
3.874859 1 152 -1
3.874863 2 152 -1
3.874951 2 153 -1
3.875060 2 154 -1
3.875190 3 154 -1
3.875518 3 155 -1
3.875787 3 156 -1
3.875788 4 156 -1
3.875816 4 157 -1
3.875914 4 158 -1
3.876025 4 159 -1
3.876130 4 160 -1
3.876185 4 161 -1
3.876225 4 162 -1
3.876242 4 163 -1
3.876429 4 164 -1
3.876434 4 165 -1
3.876581 3 165 -1
3.876684 3 166 -1
3.877028 3 167 -1
3.877094 3 168 -1
3.877098 3 169 -1
3.877135 3 170 -1
3.877212 3 171 -1
3.877487 3 172 -1
3.877634 3 173 -1
3.877691 3 174 -1
3.877702 3 175 -1
3.877831 3 176 -1
3.877840 3 177 -1
3.877945 2 177 -1
3.878128 3 177 -1
3.878282 4 177 -1
3.878295 4 178 -1
3.878317 4 179 -1
3.878319 4 180 -1
3.878522 4 181 -1
3.878576 4 182 -1
3.878616 4 183 -1
3.878847 4 184 -1
3.878877 4 185 -1
3.878901 4 186 -1
3.878937 4 187 -1
3.879026 4 188 -1
3.879086 4 189 -1
3.879128 4 190 -1
3.879162 3 190 -1
3.879290 3 191 -1
3.879392 3 192 -1
3.879418 3 193 -1
3.879684 3 194 -1
3.879811 3 195 -1
3.879964 3 196 -1
3.880045 4 196 -1
3.880139 3 196 -1
3.880202 3 197 -1
3.880268 3 198 -1
3.880346 3 199 -1
3.880372 3 200 -1
3.880448 4 200 -1
3.880464 4 201 -1
3.880580 4 202 -1
3.880638 4 203 -1
3.880658 3 203 -1
3.880688 4 203 -1
3.880717 4 204 -1
3.880851 4 205 -1
3.880864 3 205 -1
3.880979 3 206 -1
3.881004 2 206 -1
3.881005 3 206 -1
3.881039 3 207 -1
3.881061 4 207 -1
3.881115 4 208 -1
3.881160 4 209 -1
3.881230 4 210 -1
3.881310 4 211 -1
3.881323 4 212 -1
3.881429 4 213 -1
3.881493 4 214 -1
3.881617 4 215 -1
3.881722 4 216 -1
3.881733 4 217 -1
3.881875 4 218 -1
3.882039 4 219 -1
3.882178 4 220 -1
3.882224 4 221 -1
3.882530 4 222 -1
3.882615 4 223 -1
3.882626 4 224 -1
3.882802 4 225 -1
3.882835 4 226 -1
3.882860 4 227 -1
3.882968 4 228 -1
3.882970 4 229 -1
3.883096 4 230 -1
3.883098 4 231 -1
3.883110 4 232 -1
3.883165 3 232 -1
3.883286 3 233 -1
3.883322 3 234 -1
3.883441 3 235 -1
3.883525 4 235 -1
3.883617 3 235 -1
3.883687 3 236 -1
3.883750 3 237 -1
3.883781 3 238 -1
3.883825 2 238 -1
3.883990 3 238 -1
3.884137 3 239 -1
3.884325 3 240 -1
3.884350 3 241 -1
3.884418 3 242 -1
3.884460 3 243 -1
3.884509 4 243 -1
3.884533 4 244 -1
3.884596 4 245 -1
3.884648 4 246 -1
3.884696 4 247 -1
3.884732 4 248 -1
3.884735 3 248 -1
3.884946 3 249 -1
3.885143 3 250 -1
3.885146 3 251 -1
3.885188 3 252 -1
3.885299 3 253 -1
3.885325 3 254 -1
3.885329 2 254 -1
3.885364 3 254 -1
3.885510 3 255 -1
3.885525 3 256 -1
3.885828 3 257 -1
3.885858 2 257 -1
3.885883 3 257 -1
3.885909 3 258 -1
3.885935 3 259 -1
3.885938 3 260 -1
3.886085 3 261 -1
3.886139 4 261 -1
3.886161 4 262 -1
3.886358 4 263 -1
3.886383 4 264 -1
3.886440 4 265 -1
3.886663 4 266 -1
3.886673 4 267 -1
3.886682 4 268 -1
3.886731 4 269 -1
3.886795 4 270 -1
3.886884 4 271 -1
3.886910 3 271 -1
3.886940 3 272 -1
3.886988 4 272 -1
3.887117 4 273 -1
3.887199 4 274 -1
3.887223 4 275 -1
3.887266 3 275 -1
3.887287 3 276 -1
3.887320 3 277 -1
3.887339 3 278 -1
3.887385 3 279 -1
3.887467 3 280 -1
3.887554 3 281 -1
3.887562 3 282 -1
3.887600 2 282 -1
3.887632 3 282 -1
3.887725 2 282 -1
3.887734 2 283 -1
3.887768 2 284 -1
3.887769 2 285 -1
3.887894 3 285 -1
3.887921 4 285 -1
3.887928 4 286 -1
3.887977 4 287 -1
3.888023 4 288 -1
3.888056 4 289 -1
3.888061 4 290 -1
3.888117 4 291 -1
3.888210 4 292 -1
3.888260 4 293 -1
3.888276 4 294 -1
3.888333 4 295 -1
3.888349 4 296 -1
3.888385 3 296 -1
3.888458 3 297 -1
3.888539 3 298 -1
3.888614 3 299 -1
3.888858 2 299 -1
3.888884 2 300 -1
3.888993 2 301 -1
3.889012 2 302 -1
3.889225 3 302 -1
3.889418 3 303 -1
3.889555 3 304 -1
3.889563 3 305 -1
3.889569 3 306 -1
3.889612 3 307 -1
3.889644 3 308 -1
3.889673 4 308 -1
3.889686 4 309 -1
3.889858 4 310 -1
3.889926 4 311 -1
3.889962 4 312 -1
3.890000 4 313 -1
3.890046 4 314 -1
3.890172 3 314 -1
3.890278 3 315 -1
3.890289 3 316 -1
3.890291 3 317 -1
3.890410 4 317 -1
3.890468 4 318 -1
3.890502 4 319 -1
3.890502 4 320 -1
3.890586 4 321 -1
3.890615 4 322 -1
3.890635 4 323 -1
3.890723 4 324 -1
3.890816 4 325 -1
3.890943 4 326 -1
3.891017 4 327 -1
3.891025 4 328 -1
3.891035 4 329 -1
3.891058 4 330 -1
3.891096 3 330 -1
3.891116 3 331 -1
3.891144 3 332 -1
3.891154 3 333 -1
3.891211 3 334 -1
3.891224 3 335 -1
3.891356 3 336 -1
3.891587 3 337 -1
3.891606 3 338 -1
3.891638 3 339 -1
3.891674 3 340 -1
3.891674 3 341 -1
3.891686 3 342 -1
3.891721 3 343 -1
3.891722 4 343 -1
3.891744 3 343 -1
3.891819 2 343 -1
3.891868 3 343 -1
3.891883 3 344 -1
3.892070 3 345 -1
3.892095 4 345 -1
3.892103 4 346 -1
3.892244 3 346 -1
3.892312 3 347 -1
3.892319 3 348 -1
3.892445 3 349 -1
3.892478 3 350 -1
3.892496 3 351 -1
3.892550 3 352 -1
3.892688 3 353 -1
3.892744 3 354 -1
3.892747 4 354 -1
3.892855 4 355 -1
3.892928 4 356 -1
3.892941 4 357 -1
3.892973 4 358 -1
3.892993 3 358 -1
3.893007 4 358 -1
3.893021 4 359 -1
3.893176 4 360 -1
3.893196 3 360 -1
3.893229 3 361 -1
3.893342 3 362 -1
3.893350 3 363 -1
3.893365 3 364 -1
3.893386 3 365 -1
3.893431 3 366 -1
3.893454 3 367 -1
3.893512 4 367 -1
3.893533 4 368 -1
3.893589 3 368 -1
3.893594 3 369 -1
3.893599 3 370 -1
3.893636 3 371 -1
3.893680 3 372 -1
3.893681 3 373 -1
3.893778 3 374 -1
3.893794 2 374 -1
3.893798 2 375 -1
3.893817 3 375 -1
3.893939 3 376 -1
3.893973 3 377 -1
3.894032 3 378 -1
3.894086 3 379 -1
3.894202 3 380 -1
3.894239 2 380 -1
3.894265 3 380 -1
3.894267 3 381 -1
3.894304 2 381 -1
3.894319 2 382 -1
3.894332 1 382 -1
3.894496 1 383 -1
3.894508 2 383 -1
3.894518 2 384 -1
3.894566 3 384 -1
3.894581 3 385 -1
3.894620 4 385 -1
3.894655 4 386 -1
3.894750 4 387 -1
3.894781 3 387 -1
3.894802 2 387 -1
3.894859 2 388 -1
3.894926 2 389 -1
3.894991 2 390 -1
3.895025 3 390 -1
3.895129 3 391 -1
3.895139 3 392 -1
3.895206 3 393 -1
3.895213 4 393 -1
3.895229 3 393 -1
3.895258 3 394 -1
3.895262 3 395 -1
3.895281 2 395 -1
3.895290 1 395 -1
3.895291 1 396 -1
3.895293 1 397 -1
3.895327 2 397 -1
3.895378 3 397 -1
3.895394 3 398 -1
3.895395 3 399 -1
3.895485 3 400 -1
3.895501 4 400 -1
3.895531 4 401 -1
3.895638 4 402 -1
3.895686 4 403 -1
3.895775 3 403 -1
3.895846 3 404 -1
3.895889 4 404 -1
3.895916 4 405 -1
3.895924 4 406 -1
3.895933 3 406 -1
3.895954 3 407 -1
3.895986 3 408 -1
3.896022 2 408 -1
3.896057 3 408 -1
3.896076 3 409 -1
3.896080 3 410 -1
3.896142 3 411 -1
3.896157 3 412 -1
3.896225 4 412 -1
3.896237 4 413 -1
3.896249 4 414 -1
3.896280 4 415 -1
3.896391 4 416 -1
3.896415 4 417 -1
3.896447 3 417 -1
3.896447 3 418 -1
3.896499 2 418 -1
3.896510 2 419 -1
3.896513 2 420 -1
3.896545 1 420 -1
3.896565 0 420 -1
3.896625 1 420 -1
3.896631 1 421 -1
3.896699 2 421 -1
3.896709 2 422 -1
3.896795 2 423 -1
3.896838 2 424 -1
3.896947 2 425 -1
3.897012 3 425 -1
3.897073 3 426 -1
3.897149 4 426 -1
3.897171 4 427 -1
3.897271 4 428 -1
3.897276 4 429 -1
3.897346 4 430 -1
3.897370 4 431 -1
3.897379 4 432 -1
3.897389 4 433 -1
3.897403 4 434 -1
3.897448 3 434 -1
3.897489 3 435 -1
3.897557 3 436 -1
3.897567 3 437 -1
3.897644 3 438 -1
3.897648 4 438 -1
3.897691 4 439 -1
3.897701 4 440 -1
3.897708 3 440 -1
3.897859 3 441 -1
3.897881 4 441 -1
3.897896 3 441 -1
3.897900 3 442 -1
3.897987 2 442 -1
3.898019 3 442 -1
3.898087 3 443 -1
3.898222 3 444 -1
3.898238 4 444 -1
3.898272 4 445 -1
3.898373 3 445 -1
3.898432 3 446 -1
3.898526 3 447 -1
3.898622 3 448 -1
3.898698 3 449 -1
3.898721 3 450 -1
3.898766 3 451 -1
3.898828 3 452 -1
3.898880 3 453 -1
3.898965 3 454 -1
3.898999 3 455 -1
3.899021 3 456 -1
3.899029 4 456 -1
3.899036 3 456 -1
3.899055 3 457 -1
3.899079 3 458 -1
3.899099 3 459 -1
3.899102 2 459 -1
3.899128 3 459 -1
3.899129 3 460 -1
3.899151 4 460 -1
3.899184 4 461 -1
3.899194 4 462 -1
3.899257 4 463 -1
3.899280 3 463 -1
3.899300 3 464 -1
3.899311 3 465 -1
3.899317 3 466 -1
3.899381 3 467 -1
3.899381 3 468 -1
3.899390 4 468 -1
3.899401 4 469 -1
3.899428 4 470 -1
3.899511 4 471 -1
3.899523 4 472 -1
3.899547 4 473 -1
3.899565 4 474 -1
3.899647 4 475 -1
3.899659 3 475 -1
3.899695 3 476 -1
3.899723 4 476 -1
3.899858 4 477 -1
3.899899 4 478 -1
3.899900 4 479 -1
3.899924 4 480 -1
3.899926 4 481 -1
3.899932 4 482 -1
3.899934 3 482 -1
3.899936 2 482 -1
3.900018 2 483 -1
3.900094 2 484 -1
3.900123 3 484 -1
3.900180 3 485 -1
3.900188 2 485 -1
3.900192 2 486 -1
3.900208 2 487 -1
3.900243 2 488 -1
3.900262 2 489 -1
3.900263 2 490 -1
3.900272 1 490 -1
3.900316 1 491 -1
3.900370 2 491 -1
3.900460 2 492 -1
3.900504 3 492 -1
3.900512 2 492 -1
3.900521 2 493 -1
3.900527 3 493 -1
3.900724 3 494 -1
3.900730 3 495 -1
3.900789 4 495 -1
3.900801 4 496 -1
3.900804 4 497 -1
3.900856 4 498 -1
3.900872 4 499 -1
3.900884 3 499 -1
3.900903 4 499 -1
3.900951 4 500 -1
3.900964 4 501 -1
3.900977 4 502 -1
3.900993 4 503 -1
3.901022 3 503 -1
3.901039 3 504 -1
3.901112 3 505 -1
3.901114 2 505 -1
3.901193 2 506 -1
3.901331 3 506 -1
3.901336 3 507 -1
3.901387 3 508 -1
3.901437 3 509 -1
3.901526 3 510 -1
3.901556 3 511 -1
3.901571 3 512 -1
3.901601 2 512 -1
3.901673 2 513 -1
3.901788 2 514 -1
3.901788 1 514 -1
3.901899 2 514 -1
3.901988 1 514 -1
3.902089 1 515 -1
3.902102 1 516 -1
3.902121 1 517 -1
3.902137 1 518 -1
3.902200 1 519 -1
3.902206 2 519 -1
3.902212 3 519 -1
3.902229 3 520 -1
3.902245 3 521 -1
3.902290 3 522 -1
3.902362 3 523 -1
3.902379 3 524 -1
3.902383 3 525 -1
3.902388 4 525 -1
3.902441 4 526 -1
3.902464 3 526 -1
3.902466 3 527 -1
3.902516 2 527 -1
3.902531 2 528 -1
3.902565 3 528 -1
3.902579 3 529 -1
3.902607 4 529 -1
3.902632 4 530 -1
3.902654 4 531 -1
3.902668 4 532 -1
3.902727 4 533 -1
3.902773 4 534 -1
3.902792 4 535 -1
3.902818 4 536 -1
3.902849 4 537 -1
3.902851 4 538 -1
3.902899 3 538 -1
3.902913 3 539 -1
3.902999 3 540 -1
3.903089 4 540 -1
3.903128 4 541 -1
3.903140 4 542 -1
3.903157 4 543 -1
3.903158 4 544 -1
3.903190 4 545 -1
3.903262 4 546 -1
3.903306 4 547 -1
3.903380 4 548 -1
3.903413 4 549 -1
3.903455 4 550 -1
3.903511 4 551 -1
3.903541 4 552 -1
3.903545 4 553 -1
3.903588 4 554 -1
3.903631 4 555 -1
3.903685 4 556 -1
3.903692 3 556 -1
3.903755 3 557 -1
3.903820 4 557 -1
3.903825 4 558 -1
3.903829 4 559 -1
3.903832 3 559 -1
3.903918 4 559 -1
3.903933 4 560 -1
3.903976 3 560 -1
3.903976 3 561 -1
3.904021 3 562 -1
3.904048 3 563 -1
3.904079 3 564 -1
3.904114 2 564 -1
3.904127 3 564 -1
3.904242 2 564 -1
3.904281 2 565 -1
3.904289 3 565 -1
3.904325 3 566 -1
3.904329 3 567 -1
3.904354 4 567 -1
3.904363 4 568 -1
3.904365 3 568 -1
3.904398 3 569 -1
3.904473 3 570 -1
3.904489 3 571 -1
3.904491 4 571 -1
3.904501 4 572 -1
3.904583 4 573 -1
3.904595 4 574 -1
3.904685 4 575 -1
3.904700 3 575 -1
3.904702 3 576 -1
3.904721 2 576 -1
3.904740 2 577 -1
3.904760 2 578 -1
3.904805 3 578 -1
3.904840 3 579 -1
3.904866 3 580 -1
3.904871 3 581 -1
3.904886 2 581 -1
3.904889 3 581 -1
3.904896 3 582 -1
3.904915 3 583 -1
3.904954 3 584 -1
3.904995 3 585 -1
3.905005 3 586 -1
3.905011 3 587 -1
3.905036 4 587 -1
3.905053 4 588 -1
3.905088 4 589 -1
3.905113 4 590 -1
3.905137 4 591 -1
3.905138 4 592 -1
3.905138 4 593 -1
3.905162 4 594 -1
3.905213 4 595 -1
3.905222 4 596 -1
3.905233 4 597 -1
3.905240 3 597 -1
3.905242 3 598 -1
3.905260 3 599 -1
3.905297 2 599 -1
3.905299 3 599 -1
3.905306 3 600 -1
3.905324 3 601 -1
3.905334 3 602 -1
3.905335 3 603 -1
3.905361 3 604 -1
3.905503 4 604 -1
3.905561 4 605 -1
3.905566 4 606 -1
3.905580 4 607 -1
3.905590 4 608 -1
3.905600 4 609 -1
3.905623 4 610 -1
3.905633 4 611 -1
3.905653 3 611 -1
3.905697 3 612 -1
3.905745 3 613 -1
3.905802 3 614 -1
3.905824 3 615 -1
3.905847 3 616 -1
3.905849 3 617 -1
3.905859 3 618 -1
3.905880 4 618 -1
3.905889 4 619 -1
3.905940 4 620 -1
3.905987 4 621 -1
3.905995 4 622 -1
3.906032 3 622 -1
3.906046 4 622 -1
3.906095 3 622 -1
3.906103 3 623 -1
3.906144 3 624 -1
3.906318 3 625 -1
3.906354 3 626 -1
3.906362 3 627 -1
3.906385 3 628 -1
3.906486 3 629 -1
3.906513 3 630 -1
3.906529 2 630 -1
3.906546 2 631 -1
3.906600 2 632 -1
3.906606 3 632 -1
3.906693 3 633 -1
3.906714 2 633 -1
3.906788 2 634 -1
3.906821 3 634 -1
3.906826 3 635 -1
3.906853 3 636 -1
3.906855 3 637 -1
3.906903 4 637 -1
3.906928 4 638 -1
3.906933 4 639 -1
3.906968 4 640 -1
3.906968 4 641 -1
3.906971 4 642 -1
3.906978 4 643 -1
3.907016 4 644 -1
3.907036 3 644 -1
3.907040 4 644 -1
3.907064 3 644 -1
3.907088 3 645 -1
3.907101 3 646 -1
3.907107 4 646 -1
3.907179 4 647 -1
3.907182 4 648 -1
3.907193 4 649 -1
3.907226 4 650 -1
3.907241 4 651 -1
3.907325 4 652 -1
3.907337 4 653 -1
3.907364 4 654 -1
3.907387 4 655 -1
3.907400 4 656 -1
3.907440 4 657 -1
3.907463 4 658 -1
3.907751 4 659 -1
3.907753 3 659 -1
3.907785 3 660 -1
3.907796 3 661 -1
3.907820 3 662 -1
3.907829 4 662 -1
3.907867 4 663 -1
3.907912 4 664 -1
3.907923 4 665 -1
3.907932 3 665 -1
3.907983 3 666 -1
3.908007 3 667 -1
3.908048 3 668 -1
3.908087 3 669 -1
3.908188 3 670 -1
3.908189 3 671 -1
3.908207 3 672 -1
3.908251 3 673 -1
3.908314 3 674 -1
3.908343 2 674 -1
3.908422 2 675 -1
3.908429 2 676 -1
3.908445 2 677 -1
3.908478 2 678 -1
3.908623 2 679 -1
3.908638 2 680 -1
3.908643 2 681 -1
3.908651 3 681 -1
3.908676 2 681 -1
3.908691 2 682 -1
3.908707 2 683 -1
3.908708 2 684 -1
3.908718 2 685 -1
3.908738 2 686 -1
3.908740 2 687 -1
3.908746 2 688 -1
3.908770 3 688 -1
3.908772 3 689 -1
3.908780 3 690 -1
3.908782 3 691 -1
3.908800 3 692 -1
3.908821 2 692 -1
3.908826 2 693 -1
3.908845 1 693 -1
3.908865 1 694 -1
3.908906 2 694 -1
3.908921 2 695 -1
3.908953 2 696 -1
3.908953 2 697 -1
3.908972 2 698 -1
3.909001 2 699 -1
3.909001 3 699 -1
3.909008 3 700 -1
3.909014 3 701 -1
3.909019 3 702 -1
3.909044 3 703 -1
3.909063 3 704 -1
3.909117 4 704 -1
3.909147 3 704 -1
3.909156 3 705 -1
3.909203 3 706 -1
3.909228 3 707 -1
3.909232 4 707 -1
3.909251 4 708 -1
3.909273 4 709 -1
3.909281 4 710 -1
3.909326 3 710 -1
3.909337 2 710 -1
3.909352 2 711 -1
3.909363 2 712 -1
3.909404 2 713 -1
3.909429 2 714 -1
3.909439 2 715 -1
3.909477 2 716 -1
3.909479 2 717 -1
3.909546 3 717 -1
3.909547 3 718 -1
3.909592 2 718 -1
3.909605 2 719 -1
3.909625 3 719 -1
3.909655 4 719 -1
3.909722 4 720 -1
3.909746 3 720 -1
3.909754 3 721 -1
3.909766 2 721 -1
3.909768 2 722 -1
3.909775 2 723 -1
3.909775 3 723 -1
3.909775 3 724 -1
3.909776 2 724 -1
3.909790 2 725 -1
3.909829 3 725 -1
3.909839 3 726 -1
3.909864 3 727 -1
3.909870 3 728 -1
3.909938 3 729 -1
3.910073 3 730 -1
3.910127 4 730 -1
3.910133 3 730 -1
3.910146 3 731 -1
3.910150 3 732 -1
3.910187 2 732 -1
3.910218 2 733 -1
3.910231 2 734 -1
3.910254 2 735 -1
3.910290 2 736 -1
3.910333 2 737 -1
3.910334 2 738 -1
3.910373 3 738 -1
3.910417 3 739 -1
3.910420 3 740 -1
3.910465 3 741 -1
3.910466 4 741 -1
3.910474 4 742 -1
3.910530 4 743 -1
3.910532 3 743 -1
3.910542 3 744 -1
3.910561 3 745 -1
3.910564 3 746 -1
3.910573 3 747 -1
3.910584 3 748 -1
3.910596 4 748 -1
3.910661 4 749 -1
3.910677 4 750 -1
3.910686 3 750 -1
3.910707 3 751 -1
3.910750 3 752 -1
3.910751 3 753 -1
3.910764 3 754 -1
3.910775 3 755 -1
3.910800 3 756 -1
3.910831 3 757 -1
3.910855 3 758 -1
3.910859 2 758 -1
3.910864 2 759 -1
3.910908 2 760 -1
3.910916 2 761 -1
3.910928 3 761 -1
3.910952 3 762 -1
3.910965 3 763 -1
